Time,j10,j11,j12,j13,j14,j15,vel_j1,vel_j2,vel_j3,vel_j4,vel_j5,vel_j6,vel_pct_j1,vel_pct_j2,vel_pct_j3,vel_pct_j4,vel_pct_j5,vel_pct_j6,TCP_X,TCP_Y,TCP_Z
6.52257288255346,-111.4102595579057,71.0776322223583,-35.642194920088976,-76.43068800673792,71.90706918569064,52.19337626926651,-1.5631576823992497,-6.796042133028389,-7.856943065321591,3.084931892905083,1.6961993337446049,-8.013324210294368,17,17,17,17,17,17,-210.76801476718578,-335.03220560755597,31.446021659961133
6.532787289432915,-111.42737383425244,71.00322556176462,-35.72821688471515,-76.39691254216356,71.92564007234125,52.10564216122665,-1.7926723664649777,-7.793888659087249,-9.010559124449777,3.5378850253606866,1.9452482035942016,-9.189901336937398,20,20,20,20,20,20,-210.7835591320221,-334.7612771422418,32.01263453483394
6.54300169631237,-111.44688172781096,70.91841232248413,-35.82626995430601,-76.3584132124544,71.94680829895673,52.00563748639146,-2.0312113522151427,-8.830969572796837,-10.209534282878938,4.008647849310555,2.2040894409552427,-10.412740370478534,23,23,23,23,23,23,-210.80075385985356,-334.45171156072587,32.65819945714977
6.553216103191825,-111.46886907267182,70.82281932905136,-35.93678555914529,-76.31502062182494,71.97066700503851,51.89292222747826,-2.2775492722665747,-9.90195742160956,-11.447709442341626,4.494802070700668,2.471393386405878,-11.675559624660858,25,25,25,25,25,25,-210.81946444976109,-334.10185005378906,33.385437380107476
6.56343051007128,-111.49340935772084,70.71612707846941,-36.06013307846972,-76.26658973806889,71.99729593417261,51.76711965328821,-2.530494279787759,-11.00167048818388,-12.719093989867728,4.993995549156559,2.745866754039694,-12.972249251985946,28,28,28,28,28,28,-210.83950842623858,-333.710178647494,34.1966389301188
6.573644916950735,-111.5205640690316,70.59806825161135,-36.19662156144637,-76.2129992168384,72.02676180556357,51.62791456347528,-2.7888880485037046,-12.125072790382946,-14.017865797790375,5.503942297981912,3.026252631469195,-14.296871243713882,31,31,31,31,31,31,-210.860654667175,-333.2753219844473,35.093674867774766
6.58385932383019,-111.55038303225817,70.46842622462145,-36.34650144815017,-76.15415072592363,72.05911868556831,51.475051533315266,-3.0516057726959427,-13.267274081275271,-15.338371223744202,6.02242248415718,3.3113304798244103,-15.643659429862897,34,34,34,34,34,34,-210.88262323549773,-332.79603791247797,36.07800678342943
6.594073730709645,-111.58290475502761,70.32703358031657,-36.509966290541264,-76.08996826953208,72.0944083592301,51.308333158474795,-3.317556167199747,-14.423529849131267,-16.675125110663267,6.547282428341667,3.5999161337515018,-17.00701947920973,37,37,37,37,37,37,-210.90508572765282,-332.27121289324293,37.1506980380601
6.6042881375891,-111.61815676933261,70.17377061958747,-36.68715447344243,-76.02039751256805,72.13266070181241,51.12761829978034,-3.5856814674055237,-15.589241317427403,-18.02281078678348,7.076434604870052,3.890861801414854,-18.38152889928996,40,40,40,40,40,40,-210.92766614493374,-331.6998582294651,38.312424957942504
6.614502544468555,-111.65615597392402,70.00856387280014,-36.87815093551654,-75.94540510491208,72.17389405033286,50.93282032798718,-3.854957429257419,-16.75995544484344,-19.376280065640866,7.607857641755864,4.18305606449568,-19.761937036397335,43,43,43,43,43,43,-210.94994228717152,-331.0811070967353,39.5634882899051
6.6247169513480095,-111.69690897670344,69.83138461119714,-37.08298889024389,-75.86497800570032,72.21811557509707,50.72390536854847,-4.124393329258191,-17.931364925263807,-20.73055324607261,8.13959632069079,4.475423878193414,-21.14316507558304,47,47,47,47,47,47,-210.97144766241112,-330.4142123540915,40.903824922386065
6.6349313582274645,-111.74041243711592,69.64224735829887,-37.30165154689972,-75.77912280760398,72.26532165123265,50.500890546384205,-4.393031964462947,-19.099308187779705,-22.08081911221775,8.669761577043284,4.766926571224319,-22.52030604065747,50,50,50,50,50,50,-210.99167390083096,-329.698545096923,42.33301987612323
6.6451457651069195,-111.78665340854239,69.44120840130496,-37.534073831531565,-75.68786506110875,72.31549823022301,50.263842230650226,-4.659949652481232,-20.25976939668422,-23.42243493351613,9.196530499859257,5.056561845822881,-23.888624794190562,53,53,53,53,53,53,-211.0100736562908,-328.9335939061532,43.85031856698459
6.655360171986374,-111.83560968069236,69.22836430249555,-37.78014410793671,-75.59124859879422,72.36862121144138,50.01287427950721,-4.924256231479112,-21.40887845147581,-24.750926464706325,9.718146331862782,5.343363777739022,-25.243558037508325,56,56,56,56,56,56,-211.02606397442923,-328.11896473912816,45.45463934211409
6.665574578865829,-111.88725012199643,69.00385041063262,-38.039705898639525,-75.4893348596133,72.42465681368455,49.748146284889735,-5.18509506017918,-22.542910986856917,-26.061987945829806,10.23291846945469,5.626402816241581,-26.580714310695953,59,59,59,59,59,59,-211.03903010215575,-327.254381400188,47.144586289171926
6.675788985745284,-111.941535021999,68.76783937236137,-38.31255960586902,-75.38220221317162,72.48356194670698,49.46986181727521,-5.441643017855682,-23.658288372734646,-27.35148210223059,10.739222462715368,5.904785784118314,-27.895873992598887,62,62,62,62,62,62,-211.0483297096442,-326.3396865225164,48.91846231693499
6.686003392624739,-111.99841643375068,68.52053964361144,-38.59846423253615,-75.26994528400698,72.54528458275456,49.17826667045291,-5.6931105043386925,-24.751577714220794,-28.615440144549684,11.235500015401264,6.177655877669633,-29.184989300818287,64,64,64,64,64,64,-211.0532974924973,-325.37484298754754,50.77428250385699
6.696217799504194,-112.05783851620103,68.26219400099836,-38.89713910321126,-75.15267427586876,72.60976412809853,48.873647106293014,-5.938741440015503,-25.81949185163182,-29.85006176873168,11.720258984944905,6.444192666716951,-30.44418429171451,67,67,67,67,67,67,-211.05325011860916,-324.35993570394066,52.70978770933931
6.706432206383649,-112.11973787659107,67.99307805322476,-39.20826558510153,-75.03051429599735,72.67693179456946,48.55632809951555,-6.177813265827149,-26.85888936048817,-31.051715156021643,12.192073382458357,6.703612094599906,-31.66975486040711,70,70,70,70,70,70,-211.04749148136364,-323.295173664906,54.722458440423694
6.716646613263104,-112.18404391284594,67.71349875248178,-39.531488809028346,-74.90360467940356,72.74671097109109,48.226671582459424,-6.409636943269798,-27.866774551514265,-32.216936972965094,12.64958337273185,6.955166478172876,-32.85816874077379,73,73,73,73,73,73,-211.03531821818635,-322.180892200453,56.80952896437952
6.726861020142559,-112.25067915596736,67.42379290585035,-39.86641939040477,-74.772098313148,72.81901759521426,47.88507468985144,-6.633556954391967,-28.840297470639207,-33.34243237140906,13.09149527423307,7.198144507808459,-34.00606550544972,75,75,75,75,75,75,-211.01602545109108,-321.0175553399092,58.968001655229415
6.737075427022014,-112.31955961242633,67.12432568670253,-40.21263515021291,-74.6361609606206,72.89376052465083,47.5319680035753,-6.848951301802868,-29.776753898998155,-34.42507498850173,13.516581559105079,7.431871247398172,-35.110256565829246,78,78,78,78,78,78,-210.98891270374816,-319.80575819979833,61.19466155965954
6.747289833901469,-112.39059510655574,66.81548914610282,-40.56968283598138,-74.49597058581993,72.97084190880756,47.16781379744057,-7.055231508662676,-30.67358535292956,-35.4619069466907,13.923680853169095,7.655708134348273,-36.167725172065246,80,80,80,80,80,80,-210.95328994774707,-318.5462293128329,63.48609116501749
6.757504240780924,-112.4636896229428,66.49770072420951,-40.93707984276265,-74.35171667763271,73.05015756032,46.79310428195174,-7.251842618687392,-31.528379083973764,-36.45013885372511,14.31169793592658,7.86905297958324,-37.175626413068734,82,82,82,82,82,82,-210.90848372914866,-317.2398328153293,65.83868534924802
6.767718647660379,-112.53874164882183,66.17140176167601,-41.31431593411054,-74.20359957411311,73.13159732658646,46.40835984907718,-7.438263196149539,-32.33886807888065,-37.387149802657284,14.679603740555063,8.07133996754786,-38.131287216509214,84,84,84,84,84,84,-210.8538433251359,-315.8875704127432,68.24866648970328
6.777933054539834,-112.61564451646669,65.8370560110521,-41.7008549630576,-74.05182978676231,73.21504546130188,46.01412731701817,-7.614005325871907,-33.1029310596013,-38.270487371837284,15.026435353907454,8.26203965620097,-39.03220634881298,86,86,86,86,86,86,-210.788746879594,-314.49058304620763,70.71209970482283
6.788147461419289,-112.69428674558341,65.49514814818538,-42.09613659309252,-73.89662732480784,73.30038099599172,45.61097817497794,-7.778614613238675,-33.81859248328939,-39.097867624918386,15.351296016516898,8.440658977017534,-39.87605441516793,88,88,88,88,88,88,-210.71260746580253,-313.05015218687305,73.2249081997821
6.798361868298744,-112.77455238570288,65.14618228362251,-42.49957801913757,-73.73822101948299,73.38747811154585,45.19950682793055,-7.9316701841870705,-34.48402254230814,-39.86717511085329,15.653355122594702,8.606741234994916,-40.66067385951804,90,90,90,90,90,90,-210.62487902411925,-311.5677006894339,75.78288868439984
6.808576275178199,-112.85632135857327,64.79068047401051,-42.91057568852599,-73.57684784830627,73.47620650975256,44.780328841390066,-8.072784685205974,-35.09753716422264,-40.576462863895166,15.931848220026154,8.759866108644527,-41.384078964565106,92,92,92,92,92,92,-210.52506212260292,-310.0447931414296,78.38172682892893
6.818790682057654,-112.93946980055273,64.42918123349818,-43.32850702197941,-73.41275225936086,73.56643178483233,44.354079186179426,-8.20160428334357,-35.65759801180061,-41.22395240360147,16.18607701037748,8.899649649993906,-42.04445585177218,93,93,93,93,93,93,-210.4127094889758,-308.48313565063523,81.01701272090777
6.829005088937109,-113.02387040500197,64.06223804513736,-43.75273213458533,-73.2461854955739,73.65801579497183,43.9214104831995,-8.317808666201792,-36.162812483016836,-41.80803373482733,16.415409348893068,9.025744284591605,-42.640162481357706,94,94,94,94,94,94,-210.2874312631767,-306.88457501906544,83.68425628405838
6.839219495816564,-113.10939276467681,63.69041787228425,-44.18259555677442,-73.07740491899605,73.7508170338578,43.48299124819811,-8.421111041934912,-36.61193371104907,-42.32726534772835,16.619279244491278,9.137838811501606,-43.16972865229966,96,96,96,96,96,96,-210.14889992102874,-305.2510972586945,86.37890261835186
6.849433902696019,-113.19590371412076,63.314299670000786,-44.617427955298034,-72.90667333508087,73.84469100221094,43.039504136538994,-8.511258139255823,-37.00386056428112,-42.78037421776406,16.79718685977003,9.23565840330403,-43.631856002335915,97,97,97,97,97,97,-209.99685482123053,-303.58482541089484,89.09634721886712
6.859648309575474,-113.28326767205768,62.93447289645588,-45.0565478542056,-72.7342583169642,73.93949057931981,42.591644187970815,-8.588030207432542,-37.337637646299726,-43.16625580569343,16.948698511004,9.318964606099302,-44.02541800796008,97,97,97,97,97,97,-209.83110633000197,-301.8880166387186,91.83195103000324
6.869862716454929,-113.37134698378429,62.551536024326865,-45.49926335582201,-72.56043152974365,74.03506639457481,42.14011707139622,-8.651241016285443,-37.61245529589597,-43.48397405757588,17.07344666814881,9.387555339503287,-44.34945998442422,98,98,98,98,98,98,-209.6515394802566,-300.1630585684076,94.58105529098785
6.880077123334384,-113.46000226356281,62.166095052200696,-45.944873861725085,-72.38546805475791,74.13126719900198,41.685637329640784,-8.700737856190722,-37.82764958706629,-43.73276140477197,17.171129954834065,9.441264896648681,-44.60319908574243,99,99,99,99,99,99,-209.4581171251397,-298.4124648638529,97.33899612853284
6.8902915302138386,-113.54909273701351,61.77876201597538,-46.39267179372294,-72.20964571386631,74.22794023679698,41.228926624222005,-8.736401538081106,-37.982702329010756,-43.91201876394311,17.241513148366817,9.479963944187094,-44.78602430468311,99,99,99,99,99,99,-209.2508825491418,-296.63887002502435,100.1011188529025
6.9005059370932935,-113.63847658350733,61.39015350026122,-46.84194431483144,-72.03324439372813,74.32493161685896,40.7707119801184,-8.75814639344375,-38.07724106613621,-44.02131553705254,17.28442717973438,9.503559522288358,-44.89749647277489,99,99,99,99,99,99,-209.02996150376325,-294.8450234086052,102.86279191464395
6.9107203439727485,-113.72801127855844,61.00088914978217,-47.291975050251594,-71.85654537008207,74.42208668432453,40.31172403053837,-8.76592027432095,-38.11103907804965,-44.060389611363256,17.299769133599433,9.511995044636352,-44.93734826030422,100,100,100,100,100,100,-208.7955636388373,-293.03378247609373,105.61942048076622
6.920934750852203,-113.81755393621688,60.611590180777206,-47.74204580834699,-71.67983063202568,74.51925039210151,39.85269526168937,-8.759704553308039,-38.084015379565855,-44.029147359440486,17.28750224830281,9.505250298434568,-44.90548417631674,99,99,99,99,99,99,-208.54798330509266,-291.20810528141647,108.36645959128019
6.931149157731658,-113.90696165146105,60.222877892401556,-48.191438301621204,-71.50338220629476,74.61626767240307,39.39435825754672,-8.73951412355688,-37.99623472070431,-43.9276636391492,17.247655915864204,9.483341444404022,-44.80198056861625,99,99,99,99,99,99,-208.28759970831194,-289.37104221656057,111.09942685967994
6.941363564611113,-113.99609184259039,59.83537217812811,-48.639435867695205,-71.32748148154273,74.7129838082814,38.93744394462281,-8.70539739877725,-37.84790758668533,-43.7561817936552,17.18032568197728,9.446321016781862,-44.627085623762966,99,99,99,99,99,99,-208.01487640049038,-287.5257270398162,113.81391468418853
6.951577971490568,-114.08480259361797,59.44969003714873,-49.08532519028479,-71.15240853262023,74.80924480516178,38.48267983673594,-8.657436313228493,-37.63939019793913,-43.51511365142786,17.085673246018047,9.39427792332555,-44.38121936707942,98,98,98,98,98,98,-207.7303600986651,-285.6753672168622,116.50560194035845
6.961792378370023,-114.17295299666296,59.06644408577547,-49.528398020178024,-70.97844144485424,74.90489776237645,38.030788279779415,-8.59574632172856,-37.37118451009503,-43.20503952623321,16.96392646103927,9.327337445305195,-44.064973662643865,98,98,98,98,98,98,-207.43467882753188,-283.823233610094,119.1702651298828
6.972006785249478,-114.2604034943434,58.686241068842136,-49.96795289621255,-70.80585563832781,74.99979124469843,37.58248469649052,-8.520476399650539,-37.04393821398877,-42.8267082171398,16.815379333765613,9.245661237512612,-43.67911221329098,97,97,97,97,97,97,-207.12853938753958,-281.9726495562238,121.80378896520598
6.982221192128933,-114.3470162221686,58.30968037110533,-50.40329686625315,-70.63492319215932,75.09377565387557,37.138475831219566,-8.431809042920563,-36.65844473566389,-42.38103700851982,16.64039202460476,9.149447328255748,-43.2245705606181,96,96,96,96,96,96,-206.81272415579676,-280.12697937626393,124.40217637467853
6.992435599008388,-114.43265535093191,57.93735252864597,-50.83374720816907,-70.46591216878191,75.18670360016432,36.69945799469879,-8.329960268021981,-36.215643236362695,-41.869111670044134,16.43939084764326,9.038930119357293,-42.70245608497934,95,95,95,95,95,95,-206.48808723279532,-278.2896163654986,126.96155791849928
7.002650005887843,-114.51718742910315,57.56983774027055,-51.258633150811484,-70.29908593822289,75.27843027386372,36.26611530881149,-8.215179611990497,-35.71661861253495,-41.2921864566834,16.212868270640932,8.914380386160936,-42.11404800548592,93,93,93,93,93,93,-206.155549953584,-276.46397031395645,129.47820061152242
7.012864412767298,-114.60048172522126,57.207704378912474,-51.67729759499084,-70.13470250238325,75.36881381684928,35.839117951360926,-8.087750132421117,-35.16260149583475,-40.65168410871049,15.961382915037163,8.776105277526506,-41.46079738000964,92,92,92,92,92,92,-205.81609578757127,-274.6534546101957,131.9485161550425
7.023078819646753,-114.68241057028698,56.851507503033375,-52.08909883445437,-69.97301381931695,75.4577156941069,35.419120400839375,-7.947988407459807,-34.554968253121196,-39.949195851700786,15.68555955594948,8.62444831583066,-40.74432710517803,90,90,90,90,90,90,-205.47076465653097,-272.8614729829225,134.36906858590947
7.033293226526208,-114.76284970015523,56.50178736802442,-52.49341227686345,-69.81426512751047,75.54500106526673,35.00675968119714,-7.796244535806969,-33.89524098645634,-39.18648139652809,15.386089122170791,8.459789396968274,-39.966431916378845,88,88,88,88,88,88,-205.12064670558505,-271.0914059360908,136.73658135762287
7.043507633405663,-114.8416785979279,56.15906793760769,-52.88963216477103,-69.65869427016213,75.63053915613716,34.60265360661152,-7.63290213672301,-33.18508753310831,-38.36546893936733,15.063728696174941,8.282544790350359,-39.12907838776045,87,87,87,87,87,87,-204.7668755668907,-269.34659693369105,139.04794387439654
7.053722040285118,-114.91878083634633,55.82385539523742,-53.27717329659903,-69.50653101946156,75.71420363023863,34.20739902625579,-7.4583783500192915,-32.426321465547446,-37.48825516169669,14.719301514109759,8.093167138906841,-38.23440493222239,85,85,85,85,85,85,-204.41062116040425,-267.63033839046585,141.30021750544464
7.063936447164573,-114.99404442018393,55.496636655501476,-53.655472747615825,-69.35799640086914,75.79587296033762,33.8215700690684,-7.273123836064397,-31.62090209144879,-36.55710523029239,14.35369696580332,7.892145459083782,-37.28472180142723,82,82,82,82,82,82,-204.0530820804078,-265.9458575243184,143.49064111285614
7.074150854044028,-115.06736212863878,55.17787787552249,-54.023991590913546,-69.21330201739534,75.87543079998048,33.44571638852167,-7.077622775779955,-30.77093445369552,-35.574452797232844,13.967870594761848,7.680005140844769,-36.28251108580093,80,80,80,80,80,80,-203.69547762039974,-264.2963021252506,145.6166361323298
7.084365260923483,-115.13863185772615,54.868022966359305,-54.38221661838563,-69.0726493738802,75.9527663550274,33.08036140739099,-6.872392870644117,-29.87866933037272,-34.5428999998997,13.562844098164168,7.457307947673001,-35.230426714519915,78,78,78,78,78,78,-203.33903949244012,-262.68472629431926,147.67581125161448
7.094579667802938,-115.20775696267123,54.56749210440825,-54.72966206170415,-68.93622920127281,76.02777475518633,32.726000562523815,-6.6579853426894715,-28.94650323476805,-33.46521746097023,13.139705326871429,7.224652016565722,-34.13129445552123,75,75,75,75,75,75,-202.98500330007408,-261.1140762043914,149.66596673671756
7.104794074682393,-115.27464660030151,54.276680242804545,-55.06587131329721,-68.80422078091058,76.10035742554676,32.38309954960863,-6.43498493450374,-27.976978415374543,-32.34434428842632,12.699608285422938,6.982671858039791,-32.98811191550041,73,73,73,73,73,73,-202.6345998264821,-259.58717593244296,151.5850984606751
7.115008481561848,-115.3392160714396,53.99595562282352,-55.39041864732647,-68.6767912687988,76.1704224581138,32.05209256794398,-6.204009909231167,-26.972782855892007,-31.183388075551353,12.243773132031984,6.732038356127504,-31.804048539912525,70,70,70,70,70,70,-202.28904620151462,-258.1067134108559,153.43140169389287
7.125222888441303,-115.40138716329562,53.72565828528201,-55.70291094066446,-68.55409501988996,76.23788498334193,31.733380565207426,-5.965712050567652,-25.936750275224906,-29.98562490092885,11.773486178592103,6.473458768380768,-30.5824456129729,68,68,68,68,68,68,-201.94953701272232,-256.67522654264997,155.2032747186725
7.135437295320758,-115.46108849185993,53.4660985819396,-56.00298939387208,-68.43627291236324,76.30266754166904,31.427329482224565,-5.7207766627677055,-24.871860127479266,-28.754499328443483,11.290099890674288,6.207676725868321,-29.326816257649792,65,65,65,65,65,65,-201.61723542637284,-255.2950895228997,156.89932233347344
7.145651702200213,-115.51825584429562,53.21755568690008,-56.29033125217593,-68.32345167190388,76.36470045505021,31.134268497738127,-5.469922570638185,-23.78123760196404,-27.49362440727586,10.79503288752282,5.935472233173644,-28.040845435673255,62,62,62,62,62,62,-201.2932643847324,-253.96849940577877,158.51835931467534
7.155866109079668,-115.57283252133115,52.98027610801269,-56.564651526445736,-68.21574319598272,76.42392219849172,30.854488273176816,-5.213902119541085,-22.668153623197025,-26.2067816719154,10.289769942067096,5.657661668403306,-26.72838994752994,59,59,59,59,59,59,-200.97869794556254,-252.6974629537662,160.0594139050439
7.1660805159591225,-115.62476967965291,52.754472198273426,-56.825704714171906,-68.11324387813536,76.48027977158495,30.588239197424517,-4.953501175399093,-21.536024850900013,-24.897921142149556,9.775861980909793,5.375097783175144,-25.393478432468306,56,56,56,56,56,56,-200.67455282883134,-251.48378380258723,161.5217313986989
7.1762949228385775,-115.67402667429792,52.540320667226396,-57.073286520442736,-68.01603393224191,76.53372907004014,30.335729631589025,-4.6895391246802935,-20.388413679998063,-23.571161323065194,9.25492608432758,5.0886697026273,-24.040311368496866,53,53,53,53,53,53,-200.38178023403952,-250.32904997247152,162.9047778921327
7.1865093297180325,-115.72057140104613,52.337961092365134,-57.307235578922025,-67.92417671680616,76.58423525722053,30.09712415377129,-4.422868874414163,-19.229028240618486,-22.230789205051735,8.728645486282234,4.799302925416137,-22.673261072371165,50,50,50,50,50,50,-200.1012579893092,-249.23462175328123,164.2082442696543
7.196723736597487,-115.7643806388134,52.14749443053398,-57.52743517282632,-67.8377180592351,76.63177313567606,29.872541803834412,-4.154376852188091,-18.061722398097093,-20.88126026379732,8.198769574410207,4.507959323712762,-21.296871699615686,47,47,47,47,47,47,-199.83378309046267,-248.2016199880353,165.43205048954198
7.206938143476942,-115.8054403920438,51.96898152932928,-57.73381495590247,-67.75668558011832,76.6763275186774,29.66205432817244,-3.8849830061334725,-16.890495752971926,-19.52719846029125,7.667113890021941,4.215637143208588,-19.915859244510102,44,44,44,44,44,44,-199.58006468470919,-247.2309147762919,166.57635023415224
7.217152550356397,-115.84374623310224,51.80244163850086,-57.926352673404885,-67.68108801750749,76.71789360174981,29.46568442447965,-3.6156408049465716,-15.719493640984325,-18.173396240827806,7.135560128108117,3.923371003111165,-18.535111540094157,41,41,41,41,41,41,-199.34071754925614,-246.32311461574642,167.6415359832136
7.227366957235852,-115.87930364466717,51.64785092135324,-58.10507588307321,-67.61091455119569,76.75647733420706,29.283403986519236,-3.347337237878786,-14.553007133081337,-16.824814536999654,6.606056137339659,3.6322318961427817,-17.159688258163314,38,38,38,38,38,38,-199.11625611015143,-245.47855599723053,168.62824456457645
7.237581364115307,-115.91212836212313,51.50514096614705,-58.27006367610945,-67.54613412699688,76.79209579068528,29.11513234889268,-3.0810928147310803,-13.395473035415733,-15.486582765698174,6.080615920060782,3.3433271885474283,-15.794820909270486,35,35,35,35,35,35,-198.9070890409171,-244.69729346500645,169.53736323073775
7.247795770994762,-115.94224671595323,51.37419729750023,-58.421448398155604,-67.4866947810253,76.824777542677,28.960734531808413,-2.8179615658595516,-12.251473889346352,-14.163998829120432,5.561319632297331,3.0578006200852283,-14.445912842737187,32,32,32,32,32,32,-198.7135144740583,-243.9790901507816,170.37003630258116
7.258010177874217,-115.96969597413184,51.25485788778945,-58.55941737027097,-67.4325229639749,76.85456303006488,28.820019485850956,-2.5590310421816898,-11.12573797143218,-12.86252911476222,5.050313583750529,2.7768323040324394,-13.118539246627419,29,29,29,29,29,29,-198.53571585128827,-243.32340878618,171.12767241392214
7.268224584753672,-115.99452468451723,51.14691166855141,-58.68421460990964,-67.38352286539877,76.8815049326558,28.69273833675011,-2.3054223151645528,-10.02313929343445,-11.587808495413174,4.549810237794883,2.5016387271835394,-11.81844714776961,26,26,26,26,26,26,-198.3737584302911,-242.72940319438095,171.8119523817056
7.278438991633127,-116.01679301724397,51.050097041884264,-58.79614255189768,-67.33957573798861,76.90566854171459,28.57858263014965,-2.058289976831721,-8.948697602322197,-10.345640329173838,4.0620882114893195,2.233472749848445,-10.551555411759377,23,23,23,23,23,23,-198.22758645702737,-242.19591025723102,172.4248377170583
7.288653398512582,-116.03657310711576,50.96410039184877,-58.895563769411,-67.300539221854,76.92713213149806,28.47718257637646,-1.8188221397612139,-7.9075783802757424,-9.141996459445908,3.58949227556953,1.9736236058587722,-9.323954742937795,20,20,20,20,20,20,-198.09702100295925,-241.72144234920086,172.9685797818933
7.298867805392037,-116.05394939599773,50.88855459586963,-58.982902694952315,-67.26624666880195,76.94598733078887,28.38810529520967,-1.588240437085485,-6.905092844671036,-7.983017214925982,3.1344333544472747,1.7234169025601833,-8.14190768441488,18,18,18,18,18,18,-197.981758456099,-241.3041802240611,173.44572958445013
7.309082212271492,-116.06901897520935,50.823037536137,-59.05864734132889,-67.23650646661628,76.96233949442941,28.31085306064931,-1.367800022498383,-5.94669794808627,-6.87501140961529,2.699388526209688,1.4842146208165616,-7.011848618054797,15,15,15,15,15,15,-197.8813696434599,-240.94196633388887,173.8591481950511
7.319296619150947,-116.08189192791679,50.76707061100768,-59.12335102262973,-67.21110136333708,76.97630807485578,28.244861545685758,-1.1587895702405404,-5.03799637831614,-5.824456342809963,2.286901022621366,1.2574151150086204,-5.94038376447604,13,13,13,13,13,13,-197.79529955028315,-240.63229855298897,174.21201775052333
7.329511026030402,-116.09269167152556,50.72011724640632,-59.17763407520306,-67.18978779154008,76.98802699363156,28.189498067068378,-0.9625312751077227,-4.18473655834575,-4.837997799113203,1.8995802291299302,1.0444531130352934,-4.9342911830589085,10,10,10,10,10,10,-197.72286758830748,-240.37232427129862,174.5078530022044
7.339725432909857,-116.10155530007309,50.681581407227135,-59.22218557863383,-67.17229519261608,76.99764501298189,28.144059830074816,-0.7803808524584795,-3.3928126463728856,-3.922450048433543,1.5401016848583764,0.8467997163137351,-4.000520771942202,8,8,8,8,8,8,-197.6632683513244,-240.15883481282256,174.7505133482614
7.349939839789312,-116.10863392662145,50.65080610873469,-59.257765076721135,-67.15832534105033,77.00532610732724,28.10777217327972,-0.6137275382009277,-2.6682645358038295,-3.0847958459737184,1.2112070826043786,0.6659623997751475,-3.1461942680273953,7,7,7,7,7,7,-197.6155727812961,-239.98826012446912,174.94421527625414
7.360154246668767,-116.11409302564971,50.627071927965694,-59.28520429845548,-67.14755166870208,77.01124983481733,28.079786813323935,-0.4639940887962299,-2.0172778552318023,-2.3321864322261456,0.9157042688437674,0.5034850118710397,-2.3786052469682057,5,5,5,5,5,5,-197.5787296523766,-239.85666366925196,175.09354512646368
7.370368653548222,-116.1181127754467,50.60959551513019,-59.30540887899614,-67.13961858908388,77.01561170886515,28.05918008968344,-0.33263678126763735,-1.4461839684762638,-1.6719415330101377,0.6564672437340086,0.3609477745704465,-1.705219123174415,3,3,3,3,3,3,-197.551567263271,-239.759737445119,175.20347207053032
7.380583060427677,-116.12088840050359,50.59752810501257,-59.31936008064913,-67.13414082164101,77.01862356968073,28.044951209438473,-0.2211454131858819,-0.9614599745509155,-1.1115493594329489,0.4364361611051586,0.23996728335853645,-1.1336731498216106,2,2,2,2,2,2,-197.5327952104337,-239.69279703661527,175.27936118338243
7.390797467307132,-116.12263051390632,50.58995402837344,-59.32811651384383,-67.13070271603101,77.02051395580511,28.036020492042258,-0.13104330268169717,-0.5697287076661334,-0.6586666078890793,0.2586173284647356,0.1421965072386989,-0.6717764188468378,1,1,1,1,1,1,-197.52100609566182,-239.65077659117728,175.32698646925246
7.401011874186587,-116.12356545972843,50.585889223350556,-59.33281585811091,-67.12885757640298,77.02152847564427,28.031227614090223,-0.06388728843816671,-0.27775873725192507,-0.3211184600922739,0.1260832070053703,0.06932478872976149,-0.3275098609291219,0,0,0,0,0,0,-197.51467700160282,-239.62822359505043,175.35254368477038
7.411226281066042,-116.12393565542338,50.58427974686021,-59.334676583059604,-67.12812698567697,77.02193017900295,28.02932985408913,-0.03624250525012458,-0.15756925579120312,-0.1821667151750691,0.07152551632508954,0.039327135037499225,-0.18579248149100822,0,0,0,0,0,0,-197.5121705475858,-239.61929330576703,175.3626627835373
6.4,-111.342,71.3744,-35.2991,-76.5654,71.833,52.5433,-0.00459618211667868,-0.01998253130245774,-0.023101918391512117,0.009070683627314361,0.004987367003266124,-0.02356172883193347,0,0,0,0,0,0,-480.1058942566199,-689.735004017332,767.3499769439254
6.41021451634057,-111.34204694777733,71.37419588810748,-35.29933597492291,-76.56530734735387,71.83305094354175,52.543059328335836,-0.018108446145899827,-0.0787289499682827,-0.09101898802008225,0.03573748424385448,0.019649671068428826,-0.09283058999320305,0,0,0,0,0,0,-480.1066294086776,-689.7313915006595,767.3534573939154
6.42042903268114,-111.34236993803812,71.37279164370814,-35.30095942988087,-76.56466991776644,71.83340142377243,52.54140356084322,-0.05789300348434441,-0.2516977623655723,-0.29098921840994274,0.11425333146813235,0.06282032519330324,-0.2967809400463837,0,0,0,0,0,0,-480.11168664832417,-689.7065376723459,767.3774015621979
6.43064354902171,-111.34322964583752,71.36905394629434,-35.30528060317567,-76.56297326231137,71.83433430201816,52.53699638081249,-0.12239223529556657,-0.5321170072538575,-0.6151835065548176,0.2415442244621509,0.13280914030750793,-0.6274278489564133,1,1,1,1,1,1,-480.1251438064187,-689.6403794784989,767.4411293903204
