Time,X1,Y1,Z1,Rx1,Ry1,Rz1,j10,j11,j12,j13,j14,j15
6.5,2126.09673596,769.320061925,1278.30211783,178.882500491,90.0,0.0,-110.919219971,69.224609375,-34.4258728027,-77.1107177734,71.9716491699,53.5209655762
6.6,2108.84442015,769.299087823,1328.24037173,89.9347399996,89.8404575558,-88.9502700303,-109.79424758,64.3973099978,-31.9644724438,-78.5661267836,72.3754827623,56.4167942619
6.7,2113.94664902,765.829645686,1360.53959522,89.9467013489,68.4328090071,-89.2577356105,-110.199344498,61.9318414844,-29.625069613,-79.2781558994,71.8463799645,80.2279614109
6.8,2123.23205438,754.08424833,1430.34032089,89.9741389762,22.0306600403,-89.7908917096,-111.077710675,56.5859993953,-24.5525740413,-80.8220390175,70.6991335121,131.857393644
6.9,2126.2658845,747.709592685,1458.48498225,89.9944707978,3.19121941045,-89.9657768111,-111.434426308,54.4149851997,-22.4925693294,-81.4490295103,70.233222194,152.824760135
7.0,2128.54030025,740.347389164,1464.48366289,90.0419007046,5.60028040253,-90.018113851,-111.775963631,53.2118725783,-22.7088384019,-81.2021504215,70.0252160498,150.130626521
7.1,2134.82384019,713.777242617,1465.06568936,90.180900785,32.5829627695,-89.9786401539,-112.928020126,49.9609745835,-25.4566223122,-79.5881376931,69.5431305299,120.045754094
7.2,2142.07070825,655.565873963,1464.13841151,90.4105910095,86.8259803182,-89.5999117822,-115.242856697,43.4289185636,-30.9777670733,-76.3450886723,68.5744721224,59.595973031
7.3,2129.58628276,649.569722818,1451.23394427,-15.157500212,89.6334767368,164.74306421,-114.543328175,42.9251420556,-33.2901638263,-76.2972860275,69.5564590052,54.2083069283
7.4,2037.7426127,613.726135302,1368.93235859,-12.0192016185,88.7447712427,167.465441171,-108.482838763,42.0412754122,-47.7317439655,-77.3270310912,77.0958008892,40.7620074767
7.5,1971.0920604,566.047409492,1319.93792399,-179.999990184,90.0,0.0,-103.80279541,41.3587341309,-58.8838500977,-78.1222229004,82.9178466797,30.3784790039
7.6,2021.34391134,570.905834823,1301.25321041,-120.887471254,89.8561951267,59.1307065706,-108.314242399,44.8213763409,-59.0278718523,-74.1030734275,80.7490981016,29.542418871
7.7,2110.02150869,564.770568335,1267.12740088,-179.999998427,90.0,0.0,-116.123809814,50.5839538574,-59.3347167969,-67.1284179688,77.0224609375,28.029296875
7.8,2109.56990643,565.136986845,1314.11671114,-179.999979286,90.0,0.0,-116.072570801,45.7339172363,-55.032623291,-68.150604248,75.4107971191,32.1366577148
7.9,2108.70975632,565.834920331,1403.63196999,-179.999972921,90.0,0.0,-115.975036621,37.3971252441,-45.8401184082,-70.7348937988,72.234375,41.1209716797
8.0,2107.89923562,566.492353277,1487.97246574,-179.999958606,90.0,0.0,-115.883209229,30.9205627441,-36.2834472656,-73.9791870117,69.3968811035,50.7861328125
8.1,2076.4835699,593.293493698,1488.89006841,-152.131846726,89.5152090091,27.9060650017,-112.337789765,32.1899099842,-35.414480897,-76.2260008527,72.1881916439,52.1055585448
8.2,1922.21672346,681.764698883,1489.01530441,-144.909559659,89.419334962,35.101464367,-97.5748632664,37.4754002332,-31.7961538892,-85.5816068474,83.8110511563,57.5995728085
8.3,1870.57609567,700.64620216,1489.27536479,-136.64508611,88.6706225369,44.6894475603,-93.2238554962,38.9542825321,-30.7838262242,-86.8361701742,86.5877885974,58.1707977267
8.4,1881.51749797,708.840294736,1503.90155878,-144.615092414,75.3114786818,54.8667059607,-94.6364343672,37.4620266015,-31.8064107276,-67.1477605364,77.36178825,44.539112026
8.5,1882.99691312,715.735951989,1514.45818999,-156.37827435,67.9306368679,70.2913231978,-96.5725188936,35.4167364759,-33.2079678898,-40.1627715709,64.716606534,25.8554857209
8.6,1873.97312047,704.377707287,1498.54644162,-170.61980287,82.0054985584,93.1224270614,-99.8114535325,31.9951084713,-35.5526755439,4.98123650528,43.5620977718,-5.40092049398
8.7,1873.92542231,694.751786389,1487.93812282,-123.231664167,89.9924555894,146.776476404,-100.703773276,30.9985192633,-36.240554163,17.7422118669,37.5854348971,-14.2343152996
8.8,1828.86591918,664.075966534,1482.64418863,-123.014813472,89.1357065334,147.857891897,-97.1106749198,27.3559133977,-39.4200405793,12.3291410216,40.5547111554,-10.2195223991
8.9,1707.93623378,513.807600291,1453.1107188,-119.602466948,89.7845952981,150.564400935,-83.8357686961,13.8980988661,-51.1668339668,-7.6697570667,51.5248711594,4.61335829964
9.0,1700.78354383,515.542619983,1450.57177744,43.9646697656,89.9867764455,-45.8690600593,-82.9501267433,14.4351098018,-51.4398613302,-8.77752555307,51.7588652111,5.46741730312
9.1,1665.13146867,613.085551434,1434.60358576,28.6014697602,89.8763400152,-59.5410946109,-80.7379630256,26.321876403,-48.3687129697,-9.88010157163,48.6841464857,6.60466457661
9.2,1598.45392716,741.604688439,1378.26995132,0.518122694653,89.7220649941,-84.7810366241,-77.2859082343,44.8710322684,-43.5762230072,-11.6006581458,43.8860850117,8.37932522582
9.3,1591.28718991,753.600826928,1369.29856693,-49.1993974458,89.5802479376,-134.201587663,-76.9620294703,46.9649947049,-43.1271988011,-11.7324474633,43.4537884518,8.21695985164
9.4,1656.67978007,734.158324355,1332.42213711,-93.5200352483,66.6433763525,179.411659307,-81.7865799691,47.3531475112,-49.8710246952,-7.12274244555,51.4888867922,-18.7321370734
9.5,1764.52512394,671.774762072,1273.73803699,-94.3378722704,21.0157988314,179.000141799,-90.9042167037,48.0866948721,-62.6157881128,1.58887033902,66.6739507297,-69.6616643207
9.6,1803.82363055,635.741563132,1254.16834496,-95.0373856197,0.0130646405199,-179.702341753,-94.9007263184,48.294128418,-68.100189209,5.41015625,73.229095459,-92.0100097656
9.7,1802.81365323,642.158785728,1311.99696383,-95.0373847083,0.0130814031919,-179.702319694,-94.7454528809,41.9588012695,-61.7039489746,5.46585083008,66.8553466797,-92.5848083496
9.8,1801.57640201,650.022014213,1382.85487262,-95.0374192307,0.0130860667963,-179.702322967,-94.5598144531,35.020904541,-53.215423584,5.68511962891,58.3971557617,-93.4007568359
9.9,1771.56990223,655.705448515,1349.97417875,-95.1486681329,-0.457414395884,-179.407849984,-91.6188086164,38.7606955651,-56.5728219521,2.45342169997,61.7469250195,-91.8159710562
